Year,GEOID,county_name,LandInAcres,NumberofFarms,AvSizeFarmAcres,PercTotAcresInFarm,Population,LandInAcresPerPopulation
1969,36087,Rockland County,4022,50,80,0.04,,
1987,36091,Saratoga County,62878,528,119,0.12,110514,0.57
1992,36091,Saratoga County,70404,443,159,0.14,114054,0.62
1997,36091,Saratoga County,72928,472,155,0.14,112867,0.65
2002,36091,Saratoga County,74976,592,127,0.14,111292,0.67
2007,36091,Saratoga County,75660,641,118,0.15,111586,0.68
2012,36091,Saratoga County,78849,583,135,0.15,112388,0.70
1974,36091,Saratoga County,91078,534,171,0.18,115158,0.79
1978,36091,Saratoga County,92166,541,170,0.18,116161,0.79
1982,36091,Saratoga County,91445,580,158,0.18,112660,0.81
1950,36091,Saratoga County,200349,1795,112,0.39,65606,3.05
2017,36091,Saratoga County,342595,591,580,0.66,108768,3.15
1940,36091,Saratoga County,247091,2591,95,0.48,65606,3.77
1930,36091,Saratoga County,259324,2417,107,0.50,60029,4.32
1920,36091,Saratoga County,336846,3178,106,0.65,60029,5.61
1925,36091,Saratoga County,392185,3298,119,0.76,,
1910,36091,Saratoga County,318198,3611,88,0.61,,
1935,36091,Saratoga County,272763,2826,97,0.53,,
1945,36091,Saratoga County,247142,2481,100,0.48,,
1954,36091,Saratoga County,203495,1768,115,0.39,,
1959,36091,Saratoga County,161666,1151,140,0.31,,
1964,36091,Saratoga County,139678,913,153,0.27,,
1969,36091,Saratoga County,99102,595,167,0.19,,
2007,36093,Schenectady County,19129,194,99,0.15,215798,0.09
2012,36093,Schenectady County,19868,169,118,0.15,222527,0.09
1997,36093,Schenectady County,18168,151,120,0.14,194757,0.09
1992,36093,Schenectady County,19198,151,127,0.15,187445,0.10
2002,36093,Schenectady County,21727,200,109,0.17,206446,0.11
1987,36093,Schenectady County,22276,182,122,0.17,168549,0.13
1982,36093,Schenectady County,24405,209,117,0.19,155572,0.16
1978,36093,Schenectady County,27885,201,139,0.21,153900,0.18
1974,36093,Schenectady County,26153,185,141,0.20,143132,0.18
2017,36093,Schenectady County,71604,185,387,0.55,229314,0.31
1950,36093,Schenectady County,54880,600,91,0.42,122494,0.45
1930,36093,Schenectady County,71837,736,98,0.55,109363,0.66
1940,36093,Schenectady County,80504,938,86,0.62,122494,0.66
1920,36093,Schenectady County,102542,983,104,0.78,109363,0.94
1910,36093,Schenectady County,106251,1027,103,0.81,,
1925,36093,Schenectady County,94455,1092,86,0.72,,
1935,36093,Schenectady County,85060,890,96,0.65,,
1945,36093,Schenectady County,82953,895,93,0.63,,
1954,36093,Schenectady County,60501,448,135,0.46,,
1959,36093,Schenectady County,43231,349,124,0.33,,
1969,36093,Schenectady County,34552,2774,12,0.26,,
1964,36093,Schenectady County,32023,234,137,0.24,,
2017,36095,Schoharie County,17360,541,32,0.04,154716,0.11
2007,36095,Schoharie County,95490,525,182,0.24,152275,0.63
2012,36095,Schoharie County,98369,532,185,0.25,155044,0.63
1997,36095,Schoharie County,110773,518,214,0.28,148557,0.75
2002,36095,Schoharie County,112735,579,195,0.28,147199,0.77
1992,36095,Schoharie County,117799,516,228,0.30,151002,0.78
1987,36095,Schoharie County,131800,572,230,0.33,148653,0.89
1974,36095,Schoharie County,160297,679,236,0.40,157423,1.02
1982,36095,Schoharie County,156630,658,238,0.39,149414,1.05
1978,36095,Schoharie County,169148,669,253,0.43,153186,1.10
1950,36095,Schoharie County,257681,1940,133,0.65,20812,12.38
1930,36095,Schoharie County,304574,2272,134,0.77,21303,14.30
1940,36095,Schoharie County,307786,2453,125,0.77,20812,14.79
1920,36095,Schoharie County,344841,2791,124,0.87,21303,16.19
1910,36095,Schoharie County,371076,2889,128,0.93,,
1925,36095,Schoharie County,332629,3288,101,0.84,,
1935,36095,Schoharie County,314761,2591,121,0.79,,
1945,36095,Schoharie County,314107,2188,144,0.79,,
1954,36095,Schoharie County,289090,1458,198,0.73,,
1959,36095,Schoharie County,231265,1188,195,0.58,,
1964,36095,Schoharie County,223096,1044,214,0.56,,
1969,36095,Schoharie County,172803,774,223,0.43,,
1992,36097,Schuyler County,65323,312,209,0.31,32659,2.00
2007,36097,Schuyler County,66368,394,168,0.32,32894,2.02
1997,36097,Schuyler County,65281,318,205,0.31,31557,2.07
2012,36097,Schuyler County,69222,393,176,0.33,32038,2.16
2002,36097,Schuyler County,73865,405,182,0.35,31785,2.32
1987,36097,Schuyler County,75871,371,205,0.36,30722,2.47
1978,36097,Schuyler County,79849,444,180,0.38,29546,2.70
1982,36097,Schuyler County,82817,430,193,0.39,29727,2.79
1974,36097,Schuyler County,80921,441,183,0.39,28932,2.80
2017,36097,Schuyler County,99819,406,246,0.48,31260,3.19
1950,36097,Schuyler County,119001,1118,106,0.57,12979,9.17
1940,36097,Schuyler County,121594,1126,108,0.58,12979,9.37
1930,36097,Schuyler County,155974,1361,115,0.74,13098,11.91
1920,36097,Schuyler County,176002,1639,107,0.84,13098,13.44
1910,36097,Schuyler County,190032,1600,119,0.90,,
1925,36097,Schuyler County,173165,1920,90,0.82,,
1935,36097,Schuyler County,165440,1547,107,0.79,,
1945,36097,Schuyler County,145735,1160,126,0.69,,
1954,36097,Schuyler County,143301,958,150,0.68,,
1959,36097,Schuyler County,115504,675,171,0.55,,
1964,36097,Schuyler County,102744,522,197,0.49,,
1969,36097,Schuyler County,87499,482,182,0.42,,
2017,36099,Seneca County,78805,516,153,0.38,17910,4.40
1950,36099,Seneca County,151697,1275,119,0.73,25732,5.90
1992,36099,Seneca County,115071,386,298,0.56,18907,6.09
1997,36099,Seneca County,117426,4113,29,0.57,19023,6.17
1940,36099,Seneca County,162709,1413,115,0.79,25732,6.32
2002,36099,Seneca County,127242,466,273,0.61,19179,6.63
1974,36099,Seneca County,116940,519,225,0.56,17583,6.65
2007,36099,Seneca County,127972,513,249,0.62,18707,6.84
1987,36099,Seneca County,126320,432,292,0.61,18178,6.95
1978,36099,Seneca County,124207,506,245,0.60,17865,6.95
1982,36099,Seneca County,124304,499,249,0.60,17869,6.96
1930,36099,Seneca County,172700,1666,104,0.83,24735,6.98
2012,36099,Seneca County,130206,584,223,0.63,18505,7.04
1920,36099,Seneca County,188210,1857,101,0.91,24735,7.61
1935,36099,Seneca County,191420,1943,99,0.92,,
1910,36099,Seneca County,191105,2085,92,0.92,,
1925,36099,Seneca County,179722,1902,94,0.87,,
1945,36099,Seneca County,162052,1286,126,0.78,,
1954,36099,Seneca County,153602,1089,141,0.74,,
1964,36099,Seneca County,135766,720,189,0.66,,
1959,36099,Seneca County,132005,813,162,0.64,,
1969,36099,Seneca County,122135,585,209,0.59,,
2017,36089,St. Lawrence County,118545,1253,95,0.07,34293,3.46
1950,36089,St. Lawrence County,886855,5091,174,0.52,91098,9.74
2007,36089,St. Lawrence County,347246,1330,261,0.20,35469,9.79
2012,36089,St. Lawrence County,356909,1303,274,0.21,35354,10.10
1940,36089,St. Lawrence County,925439,6236,148,0.54,91098,10.16
1930,36089,St. Lawrence County,1001289,6979,143,0.58,88121,11.36
2002,36089,St. Lawrence County,403364,1451,278,0.24,35046,11.51
1992,36089,St. Lawrence County,396721,1367,290,0.23,33518,11.84
1997,36089,St. Lawrence County,396406,1363,291,0.23,33362,11.88
1920,36089,St. Lawrence County,1047151,7652,137,0.61,88121,11.88
1974,36089,St. Lawrence County,464190,1730,268,0.27,33936,13.68
1987,36089,St. Lawrence County,456497,1602,285,0.27,33186,13.76
1978,36089,St. Lawrence County,500142,1834,273,0.29,34492,14.50
1982,36089,St. Lawrence County,493073,1807,273,0.29,33265,14.82
1925,36089,St. Lawrence County,1061516,7583,140,0.62,,
1910,36089,St. Lawrence County,1012449,8224,123,0.59,,
1935,36089,St. Lawrence County,991642,7000,142,0.58,,
1945,36089,St. Lawrence County,924476,6050,153,0.54,,
1954,36089,St. Lawrence County,833930,4380,190,0.49,,
1959,36089,St. Lawrence County,716416,3426,209,0.42,,
1964,36089,St. Lawrence County,664649,2895,230,0.39,,
1969,36089,St. Lawrence County,543494,2190,248,0.32,,
1997,36101,Steuben County,348971,1295,269,0.39,98907,3.53
1992,36101,Steuben County,363293,1254,290,0.41,100232,3.62
2002,36101,Steuben County,373294,1501,249,0.42,99583,3.75
2007,36101,Steuben County,371932,1578,236,0.42,98541,3.77
1987,36101,Steuben County,388822,1407,276,0.44,96983,4.01
2012,36101,Steuben County,405727,1667,243,0.46,98903,4.10
2017,36101,Steuben County,397157,1542,258,0.45,96379,4.12
1982,36101,Steuben County,412558,1525,271,0.46,98121,4.20
1978,36101,Steuben County,429737,1549,277,0.48,100474,4.28
1974,36101,Steuben County,437137,1615,271,0.49,99795,4.38
1950,36101,Steuben County,601805,3833,157,0.68,84927,7.09
1940,36101,Steuben County,664016,4513,147,0.75,84927,7.82
1930,36101,Steuben County,706899,5143,137,0.79,80627,8.77
1920,36101,Steuben County,759364,6132,124,0.85,80627,9.42
1910,36101,Steuben County,818373,7363,111,0.92,,
1935,36101,Steuben County,764821,5784,132,0.86,,
1925,36101,Steuben County,725391,5786,125,0.82,,
1945,36101,Steuben County,677092,4396,154,0.76,,
1954,36101,Steuben County,632295,3219,196,0.71,,
1959,36101,Steuben County,567380,2704,210,0.64,,
1964,36101,Steuben County,548825,2334,235,0.62,,
1969,36101,Steuben County,456957,1799,254,0.51,,
2017,36103,Suffolk County,30032,560,54,0.05,1483862,0.02
2007,36103,Suffolk County,34404,535,64,0.06,1475255,0.02
2002,36103,Suffolk County,34127,651,52,0.06,1456745,0.02
2012,36103,Suffolk County,35975,604,60,0.06,1497017,0.02
1997,36103,Suffolk County,35858,606,59,0.06,1377203,0.03
1992,36103,Suffolk County,35353,587,60,0.06,1336663,0.03
1987,36103,Suffolk County,41799,696,60,0.07,1310592,0.03
1982,36103,Suffolk County,49898,797,63,0.09,1288825,0.04
1978,36103,Suffolk County,51853,777,67,0.09,1280738,0.04
1974,36103,Suffolk County,55397,737,75,0.09,1215793,0.05
1950,36103,Suffolk County,99752,2187,46,0.17,197355,0.51
1940,36103,Suffolk County,119016,2344,51,0.20,197355,0.60
1930,36103,Suffolk County,99671,1772,56,0.17,110246,0.90
1920,36103,Suffolk County,159249,2476,64,0.27,110246,1.44
1910,36103,Suffolk County,178063,2491,71,0.31,,
1954,36103,Suffolk County,123346,1484,83,0.21,,
1935,36103,Suffolk County,123251,2220,56,0.21,,
1945,36103,Suffolk County,120837,2107,57,0.21,,
1925,36103,Suffolk County,111762,2222,50,0.19,,
1959,36103,Suffolk County,89776,1258,71,0.15,,
1964,36103,Suffolk County,74308,1138,65,0.13,,
1969,36103,Suffolk County,61520,743,83,0.11,,
2007,36105,Sullivan County,50443,323,156,0.08,77991,0.65
2012,36105,Sullivan County,53859,321,168,0.09,76940,0.70
1992,36105,Sullivan County,56002,306,183,0.09,71416,0.78
1997,36105,Sullivan County,58067,311,187,0.09,72712,0.80
2017,36105,Sullivan County,59942,366,164,0.10,75000,0.80
2002,36105,Sullivan County,63614,381,167,0.10,74452,0.85
1987,36105,Sullivan County,62976,373,169,0.10,66909,0.94
1974,36105,Sullivan County,65669,421,156,0.11,61446,1.07
1978,36105,Sullivan County,75602,475,159,0.12,66076,1.14
1982,36105,Sullivan County,75663,460,164,0.12,63698,1.19
1950,36105,Sullivan County,161802,1881,86,0.26,37901,4.27
1940,36105,Sullivan County,254304,2778,92,0.41,37901,6.71
1930,36105,Sullivan County,286503,2979,96,0.46,33163,8.64
1920,36105,Sullivan County,414841,3543,117,0.67,33163,12.51
1910,36105,Sullivan County,451216,3851,117,0.73,,
1925,36105,Sullivan County,298303,3163,94,0.48,,
1935,36105,Sullivan County,292065,3208,91,0.47,,
1945,36105,Sullivan County,255143,2841,90,0.41,,
1954,36105,Sullivan County,191978,1450,132,0.31,,
1959,36105,Sullivan County,135767,1034,131,0.22,,
1964,36105,Sullivan County,110399,803,137,0.18,,
1969,36105,Sullivan County,92673,647,143,0.15,,
2007,36107,Tioga County,106834,565,189,0.32,51565,2.07
1997,36107,Tioga County,109356,497,220,0.33,52160,2.10
2012,36107,Tioga County,107873,536,201,0.33,50297,2.14
1992,36107,Tioga County,114859,507,227,0.35,53111,2.16
2017,36107,Tioga County,113182,535,212,0.34,48659,2.33
2002,36107,Tioga County,128224,604,212,0.39,51992,2.47
1987,36107,Tioga County,125838,579,217,0.38,50983,2.47
1974,36107,Tioga County,132607,592,224,0.40,47605,2.79
1982,36107,Tioga County,140305,648,217,0.42,50102,2.80
1978,36107,Tioga County,142411,638,223,0.43,49856,2.86
1950,36107,Tioga County,237360,1870,127,0.72,27072,8.77
1940,36107,Tioga County,252222,2127,119,0.76,27072,9.32
1930,36107,Tioga County,262396,2273,115,0.79,24212,10.84
1920,36107,Tioga County,281272,2541,111,0.85,24212,11.62
1910,36107,Tioga County,298463,2844,105,0.90,,
1925,36107,Tioga County,267641,2506,107,0.81,,
1935,36107,Tioga County,266570,2431,110,0.80,,
1945,36107,Tioga County,264229,2076,127,0.80,,
1954,36107,Tioga County,246035,1580,156,0.74,,
1959,36107,Tioga County,200336,1111,180,0.60,,
1964,36107,Tioga County,186638,932,200,0.56,,
1969,36107,Tioga County,159559,734,217,0.48,,
2012,36109,Tompkins County,90774,558,163,0.30,102800,0.88
2017,36109,Tompkins County,91277,523,175,0.30,102731,0.89
1992,36109,Tompkins County,91822,441,208,0.30,95685,0.96
1997,36109,Tompkins County,95451,447,214,0.31,96216,0.99
2002,36109,Tompkins County,100931,563,179,0.33,98227,1.03
2007,36109,Tompkins County,108739,588,185,0.36,99910,1.09
1987,36109,Tompkins County,110609,532,208,0.36,90264,1.23
1982,36109,Tompkins County,121068,567,214,0.40,88458,1.37
1978,36109,Tompkins County,123085,598,206,0.41,86460,1.42
1974,36109,Tompkins County,123111,597,206,0.41,85587,1.44
1950,36109,Tompkins County,186316,1662,112,0.61,42340,4.40
1940,36109,Tompkins County,215131,1966,109,0.71,42340,5.08
1930,36109,Tompkins County,240632,2358,102,0.79,35285,6.82
1920,36109,Tompkins County,253781,2550,100,0.84,35285,7.19
1910,36109,Tompkins County,273022,2988,91,0.90,,
1935,36109,Tompkins County,237347,2458,97,0.78,,
1925,36109,Tompkins County,233938,2363,99,0.77,,
1945,36109,Tompkins County,217734,1894,115,0.72,,
1954,36109,Tompkins County,201822,1409,143,0.66,,
1959,36109,Tompkins County,162640,1035,157,0.54,,
1964,36109,Tompkins County,142801,767,186,0.47,,
1969,36109,Tompkins County,135082,669,202,0.44,,
2017,36111,Ulster County,58932,421,140,0.08,178650,0.33
2012,36111,Ulster County,71222,486,147,0.10,181555,0.39
1997,36111,Ulster County,68989,409,169,0.10,174148,0.40
1992,36111,Ulster County,69643,433,161,0.10,170872,0.41
2007,36111,Ulster County,75205,501,150,0.10,182818,0.41
2002,36111,Ulster County,83418,532,157,0.12,180128,0.46
1987,36111,Ulster County,78437,539,146,0.11,161865,0.48
1974,36111,Ulster County,78364,515,152,0.11,154058,0.51
1982,36111,Ulster County,85203,570,149,0.12,157770,0.54
1978,36111,Ulster County,87635,561,156,0.12,158623,0.55
1950,36111,Ulster County,195147,2552,76,0.27,87017,2.24
1940,36111,Ulster County,280148,3286,85,0.39,87017,3.22
1930,36111,Ulster County,314765,3690,85,0.44,74979,4.20
1920,36111,Ulster County,408798,4311,95,0.57,74979,5.45
1910,36111,Ulster County,496705,6022,82,0.69,,
1925,36111,Ulster County,352596,4036,87,0.49,,
1935,36111,Ulster County,314414,3774,83,0.44,,
1954,36111,Ulster County,227497,1915,119,0.32,,
1945,36111,Ulster County,218373,3896,56,0.30,,
1959,36111,Ulster County,161922,1460,111,0.23,,
1964,36111,Ulster County,130916,964,136,0.18,,
1969,36111,Ulster County,91581,761,120,0.13,,
1992,36113,Warren County,5811,57,102,0.01,60808,0.10
2002,36113,Warren County,6400,72,89,0.01,63774,0.10
2007,36113,Warren County,8555,86,99,0.02,65740,0.13
1974,36113,Warren County,7350,46,160,0.01,52845,0.14
2012,36113,Warren County,9528,117,81,0.02,65438,0.15
1997,36113,Warren County,9187,58,158,0.02,62460,0.15
1987,36113,Warren County,8500,61,139,0.02,56569,0.15
2017,36113,Warren County,10086,80,126,0.02,64406,0.16
1978,36113,Warren County,10389,66,157,0.02,54824,0.19
1982,36113,Warren County,10474,76,138,0.02,55031,0.19
1950,36113,Warren County,81007,547,148,0.15,36035,2.25
1940,36113,Warren County,119714,1096,109,0.22,36035,3.32
1930,36113,Warren County,130372,889,147,0.23,31673,4.12
1920,36113,Warren County,214216,1564,137,0.39,31673,6.76
1910,36113,Warren County,250349,1866,134,0.45,,
1925,36113,Warren County,181835,1504,121,0.33,,
1935,36113,Warren County,148050,1213,122,0.27,,
1945,36113,Warren County,131954,1290,102,0.24,,
1954,36113,Warren County,73712,580,127,0.13,,
1959,36113,Warren County,38154,247,154,0.07,,
1964,36113,Warren County,24683,161,153,0.04,,
1969,36113,Warren County,10601,58,183,0.02,,
2012,36115,Washington County,189391,851,223,0.36,63016,3.01
2017,36115,Washington County,185291,915,203,0.35,61600,3.01
1997,36115,Washington County,194962,738,264,0.37,60950,3.20
2007,36115,Washington County,202877,843,241,0.38,63054,3.22
2002,36115,Washington County,206148,887,232,0.39,61152,3.37
1992,36115,Washington County,205954,745,276,0.39,60482,3.41
1987,36115,Washington County,240936,861,280,0.45,57477,4.19
1974,36115,Washington County,248391,935,266,0.47,53896,4.61
1978,36115,Washington County,258586,932,277,0.49,55517,4.66
1982,36115,Washington County,256796,948,271,0.48,54737,4.69
1950,36115,Washington County,373461,2349,159,0.70,46726,7.99
1940,36115,Washington County,410391,2934,140,0.77,46726,8.78
1930,36115,Washington County,417432,2889,144,0.78,44888,9.30
1920,36115,Washington County,434167,3334,130,0.82,44888,9.67
1910,36115,Washington County,446456,3564,125,0.84,,
1925,36115,Washington County,423820,3389,125,0.80,,
1935,36115,Washington County,420578,3093,136,0.79,,
1945,36115,Washington County,406159,2748,148,0.76,,
1954,36115,Washington County,384889,2043,188,0.72,,
1959,36115,Washington County,351043,1625,216,0.66,,
1964,36115,Washington County,327581,1369,239,0.62,,
1969,36115,Washington County,267339,1038,258,0.50,,
2017,36117,Wayne County,159093,829,192,0.41,90429,1.76
2002,36117,Wayne County,165213,904,183,0.43,93735,1.76
1997,36117,Wayne County,167190,840,199,0.43,93282,1.79
2007,36117,Wayne County,168471,938,180,0.44,93539,1.80
1992,36117,Wayne County,174627,919,190,0.45,90896,1.92
2012,36117,Wayne County,179109,873,205,0.46,93038,1.93
1987,36117,Wayne County,191309,1064,180,0.50,86991,2.20
1978,36117,Wayne County,199412,1189,168,0.52,83946,2.38
1982,36117,Wayne County,210191,1232,171,0.54,85837,2.45
1974,36117,Wayne County,205397,1333,154,0.53,83140,2.47
1950,36117,Wayne County,282212,3643,77,0.73,52747,5.35
1940,36117,Wayne County,327021,4334,75,0.85,52747,6.20
1930,36117,Wayne County,337291,4498,75,0.87,48827,6.91
1920,36117,Wayne County,346205,4980,70,0.90,48827,7.09
1910,36117,Wayne County,357860,5237,68,0.93,,
1945,36117,Wayne County,334646,4161,80,0.87,,
1925,36117,Wayne County,331007,4814,69,0.86,,
1935,36117,Wayne County,325462,4999,65,0.84,,
1954,36117,Wayne County,317957,2913,109,0.82,,
1959,36117,Wayne County,275357,2463,112,0.71,,
1964,36117,Wayne County,240369,1838,131,0.62,,
1969,36117,Wayne County,228791,1624,141,0.59,,
1992,36119,Westchester County,5709,97,59,0.02,885146,0.01
2017,36119,Westchester County,6977,115,61,0.03,970033,0.01
2012,36119,Westchester County,7752,131,59,0.03,959731,0.01
1997,36119,Westchester County,7528,91,83,0.03,905632,0.01
2007,36119,Westchester County,8521,106,80,0.03,933414,0.01
1987,36119,Westchester County,8519,121,70,0.03,872497,0.01
1974,36119,Westchester County,8921,135,66,0.03,874617,0.01
1978,36119,Westchester County,9025,168,54,0.03,872336,0.01
2002,36119,Westchester County,9917,129,77,0.04,935219,0.01
1982,36119,Westchester County,10423,158,66,0.04,865695,0.01
1950,36119,Westchester County,35067,664,53,0.13,573558,0.06
1940,36119,Westchester County,44255,518,85,0.16,573558,0.08
1930,36119,Westchester County,41033,428,96,0.15,344436,0.12
1920,36119,Westchester County,104022,1538,68,0.38,344436,0.30
1910,36119,Westchester County,145837,1880,78,0.53,,
1935,36119,Westchester County,77109,795,97,0.28,,
1925,36119,Westchester County,72703,782,93,0.26,,
1945,36119,Westchester County,62751,745,84,0.23,,
1954,36119,Westchester County,48545,555,87,0.18,,
1959,36119,Westchester County,25388,303,84,0.09,,
1964,36119,Westchester County,18605,231,81,0.07,,
1969,36119,Westchester County,15168,133,114,0.06,,
1997,36121,Wyoming County,194902,702,278,0.51,43767,4.45
1992,36121,Wyoming County,209889,736,285,0.55,43397,4.84
2002,36121,Wyoming County,215317,767,281,0.57,43007,5.01
2007,36121,Wyoming County,218028,761,287,0.57,42515,5.13
1987,36121,Wyoming County,220192,812,271,0.58,41857,5.26
2012,36121,Wyoming County,225864,713,317,0.60,41702,5.42
1982,36121,Wyoming County,232937,904,258,0.61,40436,5.76
1978,36121,Wyoming County,234557,934,251,0.62,40426,5.80
2017,36121,Wyoming County,234861,729,322,0.62,40296,5.83
1974,36121,Wyoming County,246874,1017,243,0.65,38885,6.35
1950,36121,Wyoming County,320492,2217,145,0.84,31394,10.21
1940,36121,Wyoming County,333609,2616,128,0.88,31394,10.63
1930,36121,Wyoming County,333115,2839,117,0.88,30314,10.99
1920,36121,Wyoming County,349728,3165,110,0.92,30314,11.54
1910,36121,Wyoming County,373444,3529,106,0.98,,
1925,36121,Wyoming County,350074,3254,108,0.92,,
1945,36121,Wyoming County,340135,2710,126,0.90,,
1935,36121,Wyoming County,333460,2784,120,0.88,,
1954,36121,Wyoming County,325661,2063,158,0.86,,
1959,36121,Wyoming County,287336,1619,177,0.76,,
1964,36121,Wyoming County,269776,1306,207,0.71,,
1969,36121,Wyoming County,239440,1140,210,0.63,,
1997,36123,Yates County,104790,657,159,0.48,24245,4.32
1992,36123,Yates County,102024,602,169,0.47,23211,4.40
2017,36123,Yates County,114922,867,133,0.53,25021,4.59
2002,36123,Yates County,115113,722,159,0.53,24688,4.66
2007,36123,Yates County,126118,864,146,0.58,25234,5.00
2012,36123,Yates County,126946,919,138,0.59,25341,5.01
1987,36123,Yates County,113922,619,184,0.53,21823,5.22
1982,36123,Yates County,112344,617,182,0.52,21402,5.25
1978,36123,Yates County,114232,628,182,0.53,21232,5.38
1974,36123,Yates County,118537,621,191,0.55,20431,5.80
1950,36123,Yates County,168012,1224,137,0.78,16381,10.26
1940,36123,Yates County,177516,1548,115,0.82,16381,10.84
1930,36123,Yates County,185999,1739,107,0.86,16641,11.18
1920,36123,Yates County,198613,2041,97,0.92,16641,11.94
1910,36123,Yates County,204214,2288,89,0.94,,
1925,36123,Yates County,194674,1997,97,0.90,,
1935,36123,Yates County,188074,1768,106,0.87,,
1945,36123,Yates County,175893,1357,130,0.81,,
1954,36123,Yates County,156772,1183,133,0.72,,
1959,36123,Yates County,150480,1020,148,0.70,,
1964,36123,Yates County,140147,833,168,0.65,,
1969,36123,Yates County,125421,741,169,0.58,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
